metric_id,metric_code,metric_label,concept_code,domain,geo_level_code,frequency_code,unit,direction,is_active,data_status_code,snowflake_column,table_path,coverage_pct,first_vintage,notes
EPOCH_AI_MAN_DD6359F8B3,epoch_ai_aige_counties_value,Epoch Ai Value,homeprice,housing,cbsa,monthly,usd,neutral,TRUE,vendor_stated,VALUE,TRANSFORM.DEV.FACT_AIGE_COUNTIES,0,1900-01-01,Sourced from catalog `metric.csv` (semantic-layer seeds/reference/catalog/metric.csv). IS_DERIVED=FALSE unless noted in source catalog. coverage_pct=0 and first_vintage=1900-01-01 are profiling sentinels (data_status_code=vendor_stated).
MET_024,pretium_epoch_gwa_crosswalk_exposure_weight,Epoch capability to O*NET GWA crosswalk (exposure_weight),automation,place,national,annual,index,neutral,TRUE,vendor_stated,exposure_weight,TRANSFORM.DEV.REF_EPOCH_TO_GWA_CROSSWALK,0,1900-01-01,Sourced from catalog `metric.csv` (semantic-layer seeds/reference/catalog/metric.csv). IS_DERIVED=FALSE unless noted in source catalog. coverage_pct=0 and first_vintage=1900-01-01 are profiling sentinels (data_status_code=vendor_stated).
