metric_id,metric_code,metric_label,definition,concept_code,vendor_code,is_derived,source_vendor_codes,unit,direction,geo_level_code,frequency_code,is_active,data_status_code,snowflake_column,table_path,metric_category_code,is_opco_metric
MARKERR_MAN_FC02DB7E0F,markerr_markerr_sfr_rent_h3_r8_monthly_sfr_laundry_share,Markerr Sfr Laundry Share,Markerr Sfr Laundry Share (sfr laundry share).,rent,markerr,FALSE,Markerr,pct,neutral,cbsa,monthly,TRUE,under_review,SFR_LAUNDRY_SHARE,TRANSFORM.DEV.FACT_MARKERR_SFR_RENT_H3_R8_MONTHLY,coincident,FALSE
MARKERR_MAN_FDD5C68505,markerr_markerr_rent_listings_county_monthly_median_sqft,Markerr Median Sqft,Markerr Median Sqft (median sqft).,rent,markerr,FALSE,Markerr,varies,neutral,county,monthly,TRUE,under_review,MEDIAN_SQFT,TRANSFORM.DEV.FACT_MARKERR_RENT_LISTINGS_COUNTY_MONTHLY,coincident,FALSE
MARKERR_MAN_FE1BE82125,markerr_markerr_rent_county_monthly_median_rent_per_sqft,Markerr median rent per sq ft,County-month median rent per sq ft on TRANSFORM.DEV.FACT_MARKERR_RENT_COUNTY_MONTHLY (same wide grain as MEDIAN_RENT_ASKING / MEDIAN_RENT_EFFECTIVE). Prefer median_rent_per_sqft_unit on the table when present (e.g. USD_PER_SQFT_MONTH).,rent,markerr,FALSE,Markerr,varies,neutral,county,monthly,TRUE,under_review,MEDIAN_RENT_PER_SQFT,TRANSFORM.DEV.FACT_MARKERR_RENT_COUNTY_MONTHLY,coincident,FALSE
MARKERR_MAN_FE36F0D6AB,markerr_markerr_rent_h3_r8_monthly_pct_units_studio_1br,Markerr Pct Units Studio 1Br,Markerr Pct Units Studio 1Br (pct units studio 1br).,rent,markerr,FALSE,Markerr,pct,neutral,cbsa,monthly,TRUE,under_review,PCT_UNITS_STUDIO_1BR,TRANSFORM.DEV.FACT_MARKERR_RENT_H3_R8_MONTHLY,coincident,FALSE
MARKERR_MAN_FE4DE19865,markerr_markerr_amenity_h3_r8_snapshot_high_score_avg,Markerr High Score Avg,Markerr High Score Avg (high score avg).,pipeline,markerr,FALSE,Markerr,index,neutral,cbsa,monthly,TRUE,under_review,HIGH_SCORE_AVG,TRANSFORM.DEV.FACT_MARKERR_AMENITY_H3_R8_SNAPSHOT,coincident,FALSE
MARKERR_MAN_FECC0E8796,markerr_markerr_sfr_rent_h3_r8_monthly_sfr_rent_avg,Markerr Sfr Rent Avg,Markerr Sfr Rent Avg (sfr rent avg).,rent,markerr,FALSE,Markerr,usd,neutral,cbsa,monthly,TRUE,under_review,SFR_RENT_AVG,TRANSFORM.DEV.FACT_MARKERR_SFR_RENT_H3_R8_MONTHLY,coincident,FALSE
MARKERR_MAN_FEE1859583,markerr_markerr_mf_pipeline_county_monthly_projects_completed,Markerr Projects Completed,Markerr Projects Completed (projects completed).,pipeline,markerr,FALSE,Markerr,varies,neutral,county,monthly,TRUE,under_review,PROJECTS_COMPLETED,TRANSFORM.DEV.FACT_MARKERR_MF_PIPELINE_COUNTY_MONTHLY,coincident,FALSE
MET_001,bps_permits_measure_value,Census BPS permit measure (CBSA),U.S. Census Bureau Building Permits Survey. Long-form VALUE on TRANSFORM.DEV.FACT_BPS_PERMITS_COUNTY over TRANSFORM.BPS.PERMITS_COUNTY; keys include BUILDING_USE MEASURE ESTIMATE_TYPE and CBSA identifiers (not Cybersyn).,permits,census,FALSE,Census BPS,varies,neutral,cbsa,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_BPS_PERMITS_COUNTY,leading,FALSE
MET_002,bls_laus_unemployment_rate_county,BLS LAUS unemployment rate (county),BLS Local Area Unemployment Statistics unemployment rate percent. Rows with MEASURE_CODE = 3 on TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY (silver TRANSFORM.BLS.LAUS_COUNTY). Vendor: Bureau of Labor Statistics — not Cybersyn.,unemployment,bls,FALSE,BLS LAUS,pct,negative,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY,coincident,FALSE
MET_003,bls_laus_unemployed_persons_county,BLS LAUS unemployed persons (county),BLS LAUS count of unemployed persons. MEASURE_CODE = 4 on TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY.,unemployment,bls,FALSE,BLS LAUS,count,negative,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY,coincident,FALSE
MET_004,bls_laus_employment_persons_county,BLS LAUS employment (county),BLS LAUS employment level. MEASURE_CODE = 5 on TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY.,employment,bls,FALSE,BLS LAUS,count,positive,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY,coincident,FALSE
MET_005,bls_laus_labor_force_persons_county,BLS LAUS labor force (county),BLS LAUS civilian labor force level. MEASURE_CODE = 6 on TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY.,employment,bls,FALSE,BLS LAUS,count,positive,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_BLS_LAUS_COUNTY,coincident,FALSE
MET_006,bls_laus_cbsa_series_observe,BLS LAUS CBSA series (observe-only),"BLS LAUS as published at CBSA/metro grain on TRANSFORM.DEV.FACT_BLS_LAUS_CBSA_MONTHLY (silver TRANSFORM.BLS.LAUS_CBSA: wide columns UNEMPLOYMENT_RATE, UNEMPLOYED_COUNT, EMPLOYMENT — not long-form VALUE; catalog snowflake_column is primary rate column for lineage QA). AREA_CODE is not guaranteed to match Census OMB CBSA; prefer MET_002–MET_005 rolled from county.",unemployment,bls,FALSE,BLS LAUS,varies,neutral,cbsa,monthly,TRUE,under_review,UNEMPLOYMENT_RATE,TRANSFORM.DEV.FACT_BLS_LAUS_CBSA_MONTHLY,coincident,FALSE
MET_007,lehd_lodes_od_bg_jobs_total,LEHD LODES OD jobs total (BG×BG),U.S. Census Bureau LEHD LODES Origin-Destination job counts JOBS_TOTAL between residence and workplace block groups on TRANSFORM.DEV.FACT_LODES_OD_BG over TRANSFORM.LODES.OD_BG (not Cybersyn).,employment,lehd,FALSE,LEHD LODES,count,positive,block_group,annual,TRUE,active,JOBS_TOTAL,TRANSFORM.DEV.FACT_LODES_OD_BG,coincident,FALSE
MET_008,cybersyn_hud_timeseries_value,Cybersyn HUD housing timeseries (VALUE),HUD-aligned long-form metrics at **county** grain on TRANSFORM.DEV.FACT_HUD_HOUSING_SERIES_COUNTY (slice of FACT_HUD_HOUSING_SERIES) from GLOBAL_GOVERNMENT.CYBERSYN housing_urban_development_*; vendor_code hud.,occupancy,hud,FALSE,Cybersyn HUD,varies,neutral,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_HUD_HOUSING_SERIES_COUNTY,coincident,FALSE
MET_009,cybersyn_irs_migration_by_characteristic_value,Cybersyn IRS migration by characteristic (VALUE),IRS SOI migration stratified series at **county** grain on TRANSFORM.DEV.FACT_IRS_SOI_MIGRATION_BY_CHARACTERISTIC_ANNUAL_COUNTY; source SOURCE_SNOW.US_REAL_ESTATE. vendor_code irs.,migration,irs,FALSE,Cybersyn IRS,varies,neutral,county,annual,TRUE,active,VALUE,TRANSFORM.DEV.FACT_IRS_SOI_MIGRATION_BY_CHARACTERISTIC_ANNUAL_COUNTY,leading,FALSE
MET_010,cybersyn_irs_od_migration_value,Cybersyn IRS county OD migration (VALUE),IRS SOI county origin–destination flows on TRANSFORM.DEV.FACT_IRS_SOI_ORIGIN_DESTINATION_MIGRATION_ANNUAL_COUNTY; SOURCE_SNOW.US_REAL_ESTATE; respect SUPPRESSED. vendor_code irs.,migration,irs,FALSE,Cybersyn IRS,varies,neutral,county,annual,TRUE,active,VALUE,TRANSFORM.DEV.FACT_IRS_SOI_ORIGIN_DESTINATION_MIGRATION_ANNUAL_COUNTY,leading,FALSE
MET_011,cybersyn_fhfa_house_price_timeseries_value,"FHFA house price Cybersyn timeseries (VALUE, county)",FHFA HPI long-form metrics at **county** grain on TRANSFORM.DEV.FACT_FHFA_HOUSE_PRICE_COUNTY (slice of FACT_FHFA_HOUSE_PRICE); SOURCE_SNOW.US_REAL_ESTATE fhfa_house_price_*. vendor_code fhfa.,homeprice,fhfa,FALSE,Cybersyn FHFA,varies,neutral,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FHFA_HOUSE_PRICE_COUNTY,coincident,FALSE
MET_012,freddie_mac_housing_timeseries_value,Freddie Mac housing timeseries (VALUE),Freddie Mac PMMS and related series on TRANSFORM.DEV.FACT_FREDDIE_MAC_HOUSING_NATIONAL_WEEKLY; SOURCE_SNOW.US_REAL_ESTATE; vendor_code freddie_mac.,cap_rate,freddie_mac,FALSE,Freddie Mac,varies,neutral,national,weekly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FREDDIE_MAC_HOUSING_NATIONAL_WEEKLY,coincident,FALSE
MET_013,cybersyn_hud_timeseries_value_cbsa,"Cybersyn HUD housing timeseries (VALUE, CBSA)",HUD-aligned long-form metrics at **CBSA** grain on TRANSFORM.DEV.FACT_HUD_HOUSING_SERIES_CBSA (slice of FACT_HUD_HOUSING_SERIES); vendor_code hud.,occupancy,hud,FALSE,Cybersyn HUD,varies,neutral,cbsa,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_HUD_HOUSING_SERIES_CBSA,coincident,FALSE
MET_014,cybersyn_irs_migration_by_characteristic_value_cbsa,"Cybersyn IRS migration by characteristic (VALUE, CBSA)",IRS SOI migration stratified series at **CBSA** grain on TRANSFORM.DEV.FACT_IRS_SOI_MIGRATION_BY_CHARACTERISTIC_ANNUAL_CBSA (empty when upstream has no CBSA rows). vendor_code irs.,migration,irs,FALSE,Cybersyn IRS,varies,neutral,cbsa,annual,TRUE,active,VALUE,TRANSFORM.DEV.FACT_IRS_SOI_MIGRATION_BY_CHARACTERISTIC_ANNUAL_CBSA,leading,FALSE
MET_015,cybersyn_irs_od_migration_value_cbsa,"Cybersyn IRS OD migration (VALUE, CBSA-attributed)",County OD flows where both endpoints map to CBSA on REFERENCE.GEOGRAPHY.GEOGRAPHY_LATEST; TRANSFORM.DEV.FACT_IRS_SOI_ORIGIN_DESTINATION_MIGRATION_ANNUAL_CBSA (FROM_CBSA_ID / TO_CBSA_ID). vendor_code irs.,migration,irs,FALSE,Cybersyn IRS,varies,neutral,cbsa,annual,TRUE,active,VALUE,TRANSFORM.DEV.FACT_IRS_SOI_ORIGIN_DESTINATION_MIGRATION_ANNUAL_CBSA,leading,FALSE
MET_016,cybersyn_fhfa_house_price_timeseries_value_cbsa,"FHFA house price Cybersyn timeseries (VALUE, CBSA)",FHFA HPI at **CBSA** grain on TRANSFORM.DEV.FACT_FHFA_HOUSE_PRICE_CBSA. vendor_code fhfa.,homeprice,fhfa,FALSE,Cybersyn FHFA,varies,neutral,cbsa,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FHFA_HOUSE_PRICE_CBSA,coincident,FALSE
MET_017,cybersyn_fhfa_mortgage_performance_value_county,"FHFA mortgage performance (VALUE, county)",FHFA mortgage performance long-form metrics at **county** grain on TRANSFORM.DEV.FACT_FHFA_MORTGAGE_PERFORMANCE_COUNTY. vendor_code fhfa.,delinquency,fhfa,FALSE,Cybersyn FHFA,varies,negative,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FHFA_MORTGAGE_PERFORMANCE_COUNTY,lagging,FALSE
MET_018,cybersyn_fhfa_mortgage_performance_value_cbsa,"FHFA mortgage performance (VALUE, CBSA)",FHFA mortgage performance at **CBSA** grain on TRANSFORM.DEV.FACT_FHFA_MORTGAGE_PERFORMANCE_CBSA. vendor_code fhfa.,delinquency,fhfa,FALSE,Cybersyn FHFA,varies,negative,cbsa,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FHFA_MORTGAGE_PERFORMANCE_CBSA,lagging,FALSE
MET_019,cybersyn_fhfa_uniform_appraisal_value_county,"FHFA uniform appraisal (VALUE, county)",FHFA UAD long-form metrics at **county** grain on TRANSFORM.DEV.FACT_FHFA_UNIFORM_APPRAISAL_COUNTY. vendor_code fhfa.,homeprice,fhfa,FALSE,Cybersyn FHFA,varies,neutral,county,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FHFA_UNIFORM_APPRAISAL_COUNTY,coincident,FALSE
MET_020,cybersyn_fhfa_uniform_appraisal_value_cbsa,"FHFA uniform appraisal (VALUE, CBSA)",FHFA UAD at **CBSA** grain on TRANSFORM.DEV.FACT_FHFA_UNIFORM_APPRAISAL_CBSA. vendor_code fhfa.,homeprice,fhfa,FALSE,Cybersyn FHFA,varies,neutral,cbsa,monthly,TRUE,active,VALUE,TRANSFORM.DEV.FACT_FHFA_UNIFORM_APPRAISAL_CBSA,coincident,FALSE
MET_021,bls_qcew_county_naics_employment,BLS QCEW county NAICS employment (quarterly),Quarterly Census of Employment and Wages employment headcount at county × NAICS-2 × quarter on TRANSFORM.DEV.FACT_BLS_QCEW_COUNTY_NAICS_QUARTERLY. Ownership types rolled up.,employment,bls,FALSE,BLS QCEW,count,positive,county,quarterly,TRUE,active,employment,TRANSFORM.DEV.FACT_BLS_QCEW_COUNTY_NAICS_QUARTERLY,coincident,FALSE
MET_022,bls_qcew_county_naics_total_wages,BLS QCEW county NAICS total quarterly wages,Sum of quarterly wages for the county × NAICS-2 × quarter group on TRANSFORM.DEV.FACT_BLS_QCEW_COUNTY_NAICS_QUARTERLY.,employment,bls,FALSE,BLS QCEW,usd,neutral,county,quarterly,TRUE,active,total_wages,TRANSFORM.DEV.FACT_BLS_QCEW_COUNTY_NAICS_QUARTERLY,coincident,FALSE
MET_023,bls_qcew_county_naics_establishments,BLS QCEW county NAICS establishment count,Establishment count sum on TRANSFORM.DEV.FACT_BLS_QCEW_COUNTY_NAICS_QUARTERLY.,employment,bls,FALSE,BLS QCEW,count,neutral,county,quarterly,TRUE,active,establishments,TRANSFORM.DEV.FACT_BLS_QCEW_COUNTY_NAICS_QUARTERLY,coincident,FALSE
MET_024,pretium_epoch_gwa_crosswalk_exposure_weight,Epoch capability to O*NET GWA crosswalk (exposure_weight),Curated mapping weight 0–1 from Pretium Epoch pilot (`TRANSFORM.DEV.REF_EPOCH_TO_GWA_CROSSWALK`). Not a geography-time series; join key capability_dimension + gwa_activity_id.,automation,epoch_ai,FALSE,Epoch AI,index,neutral,national,annual,TRUE,active,exposure_weight,TRANSFORM.DEV.REF_EPOCH_TO_GWA_CROSSWALK,leading,FALSE
MET_025,dol_onet_soc_gwa_activity_risk_score,O*NET SOC GWA activity risk score,Employment-weighted General Work Activities exposure score by O*NET-SOC on TRANSFORM.DEV.FACT_DOL_ONET_SOC_GWA_ACTIVITY_RISK. vendor dol/onet.,automation,onet,FALSE,O*NET,index,neutral,national,annual,TRUE,active,gwa_activity_risk_score,TRANSFORM.DEV.FACT_DOL_ONET_SOC_GWA_ACTIVITY_RISK,leading,FALSE
MET_026,dol_onet_soc_work_context_friction_index,O*NET SOC work-context friction index,Composite 0–1 friction from O*NET WORK_CONTEXT categories on TRANSFORM.DEV.FACT_DOL_ONET_SOC_CONTEXT_FRICTION. Downweights cognitive-only AI exposure where work is physically embedded.,automation,onet,FALSE,O*NET,index,neutral,national,annual,TRUE,active,friction_index,TRANSFORM.DEV.FACT_DOL_ONET_SOC_CONTEXT_FRICTION,leading,FALSE
MET_027,dol_onet_soc_ai_friction_adjusted_exposure,O*NET SOC friction-adjusted AI exposure,`raw_activity_exposure × (1 - friction_index)` plus Epoch breadth and percentile tiers on TRANSFORM.DEV.FACT_DOL_ONET_SOC_AI_EXPOSURE.,automation,onet,FALSE,O*NET,index,neutral,national,annual,TRUE,active,friction_adjusted_exposure,TRANSFORM.DEV.FACT_DOL_ONET_SOC_AI_EXPOSURE,leading,FALSE
MET_028,bls_qcew_allocated_county_soc_estimated_employment,QCEW-allocated county × SOC estimated employment,Headcount estimate from 2024 four-quarter average QCEW county × NAICS-2 employment times normalized O*NET→NAICS staffing proportions on TRANSFORM.DEV.FACT_COUNTY_SOC_EMPLOYMENT. Not OES establishment counts.,employment,bls,FALSE,"BLS QCEW,O*NET",count,positive,county,annual,TRUE,active,estimated_employment,TRANSFORM.DEV.FACT_COUNTY_SOC_EMPLOYMENT,coincident,FALSE
MET_029,progress_fund_spine_property_number,SFDC property number (Progress fund spine),External property identifier on TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY (compiled alias sf_properties__PROPERTYNUMBER__C). Joins to Yardi SCODE; SOURCE_ENTITY.PROGRESS landings.,spine,salesforce,FALSE,"Salesforce, Yardi ENTITY mirrors SOURCE_ENTITY.PROGRESS",varies,neutral,property,varies,FALSE,active,sf_properties__PROPERTYNUMBER__C,TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY,coincident,TRUE
MET_030,progress_fund_spine_cap_rate,SFDC cap rate (Progress fund spine),Cap rate percent on TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY (sf_properties__CAP_RATE__C).,spine,salesforce,FALSE,Salesforce,pct,neutral,property,varies,FALSE,active,sf_properties__CAP_RATE__C,TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY,coincident,TRUE
MET_031,progress_fund_spine_gross_yield,SFDC gross yield (Progress fund spine),Gross yield on TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY (sf_properties__GROSS_YIELD__C).,spine,salesforce,FALSE,Salesforce,pct,positive,property,varies,FALSE,active,sf_properties__GROSS_YIELD__C,TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY,coincident,TRUE
MET_032,progress_fund_spine_home_condition_score,SFDC home condition score (Progress fund spine),Home condition score on TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY (sf_properties__HOME_CONDITION_SCORE__C).,spine,salesforce,FALSE,Salesforce,index,neutral,property,varies,FALSE,active,sf_properties__HOME_CONDITION_SCORE__C,TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY,coincident,TRUE
MET_033,progress_fund_spine_yardi_tier,Yardi property tier (Progress fund spine),Yardi property tier classification from PROPATTRIBUTES. Source: Yardi dictionary field `TIER` in `docs/data_dictionaries/raw/yardi/yardi_dict.csv`; registered as `yardi_propattr__TIER` on `TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY`.,spine,yardi,FALSE,"Yardi, Salesforce PROPERTY row SOURCE_ENTITY.PROGRESS",varies,neutral,property,varies,FALSE,active,yardi_propattr__TIER,TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY,coincident,TRUE
MET_034,progress_fund_spine_yardi_property_status,Yardi property status (Progress fund spine),Yardi property operating status from PROPATTRIBUTES. Source: Yardi dictionary field `PROPERTY_STATUS` in `docs/data_dictionaries/raw/yardi/yardi_dict.csv`; registered as `yardi_propattr__PROPERTY_STATUS` on `TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY`.,spine,yardi,FALSE,"Yardi, Salesforce PROPERTY row SOURCE_ENTITY.PROGRESS",varies,neutral,property,varies,FALSE,active,yardi_propattr__PROPERTY_STATUS,TRANSFORM.DEV.CONCEPT_PROGRESS_PROPERTY,coincident,TRUE
MET_035,progress_acquisition_uw_acquisition_purchase_price,Acquisition contract purchase price (UW stack),SFDC_ACQUISITION__C purchase price on TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW (acquisition__PURCHASE_PRICE__C).,underwriting,salesforce,FALSE,Salesforce,usd,neutral,property,varies,FALSE,active,acquisition__PURCHASE_PRICE__C,TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW,coincident,TRUE
MET_036,progress_acquisition_uw_acquisition_cap_rate,Acquisition cap rate (UW stack),SFDC_ACQUISITION__C cap rate on TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW (acquisition__CAP_RATE__C).,underwriting,salesforce,FALSE,Salesforce,pct,neutral,property,varies,FALSE,active,acquisition__CAP_RATE__C,TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW,coincident,TRUE
MET_037,progress_acquisition_uw_acquisition_net_yield,Acquisition net yield (UW stack),SFDC_ACQUISITION__C net yield on TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW (acquisition__NET_YIELD__C).,underwriting,salesforce,FALSE,Salesforce,pct,neutral,property,varies,FALSE,active,acquisition__NET_YIELD__C,TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW,coincident,TRUE
MET_038,progress_acquisition_uw_fdd_purchase_price,Finance DD purchase price (UW stack),SFDC_FINANCE_DUE_DILIGENCE__C purchase price on TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW (fdd__PURCHASE_PRICE__C).,underwriting,salesforce,FALSE,Salesforce,usd,neutral,property,varies,FALSE,active,fdd__PURCHASE_PRICE__C,TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW,coincident,TRUE
MET_039,progress_acquisition_uw_fdd_closing_date,Finance DD closing date (UW stack),SFDC_FINANCE_DUE_DILIGENCE__C closing date on TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW (fdd__CLOSING_DATE__C).,underwriting,salesforce,FALSE,Salesforce,varies,neutral,property,varies,FALSE,active,fdd__CLOSING_DATE__C,TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW,coincident,TRUE
MET_040,progress_acquisition_uw_fdd_stabilized,Finance DD stabilized flag (UW stack),SFDC_FINANCE_DUE_DILIGENCE__C stabilized indicator on TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW (fdd__STABILIZED__C).,underwriting,salesforce,FALSE,Salesforce,varies,neutral,property,varies,FALSE,active,fdd__STABILIZED__C,TRANSFORM.DEV.CONCEPT_PROGRESS_ACQUISITION_UW,coincident,TRUE
MET_041,zillow_rentals_metric_value,Zillow research rentals long-form (METRIC_VALUE),Unpivot Zillow research rentals panel on TRANSFORM.DEV.FACT_ZILLOW_RENTALS; SOURCE_PROD.ZILLOW raw_rentals. Grain varies by geo_level_code (zip county cbsa state).,rent,zillow,FALSE,Zillow,varies,neutral,zip,monthly,TRUE,active,METRIC_VALUE,TRANSFORM.DEV.FACT_ZILLOW_RENTALS,coincident,FALSE
MET_042,zillow_days_on_market_and_price_cuts_metric_value,Zillow DOM and price cuts long-form (METRIC_VALUE),Unpivot Zillow research days on market / price cuts on TRANSFORM.DEV.FACT_ZILLOW_DAYS_ON_MARKET_AND_PRICE_CUTS; SOURCE_PROD.ZILLOW raw_days_on_market_and_price_cuts.,listings,zillow,FALSE,Zillow,varies,neutral,zip,monthly,TRUE,active,METRIC_VALUE,TRANSFORM.DEV.FACT_ZILLOW_DAYS_ON_MARKET_AND_PRICE_CUTS,leading,FALSE
MET_043,zillow_for_sale_listings_metric_value,Zillow for-sale listings long-form (METRIC_VALUE),Unpivot Zillow research for-sale listings on TRANSFORM.DEV.FACT_ZILLOW_FOR_SALE_LISTINGS (listings velocity / liquidity proxy).,listings,zillow,FALSE,Zillow,varies,neutral,zip,monthly,TRUE,active,METRIC_VALUE,TRANSFORM.DEV.FACT_ZILLOW_FOR_SALE_LISTINGS,leading,FALSE
MET_044,markerr_rent_property_cbsa_avg_rent_effective,Markerr MF CBSA average effective rent,Markerr RENT_PROPERTY_CBSA_MONTHLY.AVG_RENT_EFFECTIVE at CBSA x month; bedroom/class filters may apply in concept layer.,rent,markerr,FALSE,Markerr,usd,positive,cbsa,monthly,TRUE,active,AVG_RENT_EFFECTIVE,TRANSFORM.DEV.FACT_MARKERR_RENT_PROPERTY_CBSA_MONTHLY,coincident,FALSE
MET_045,markerr_rent_property_cbsa_avg_rent_asking,Markerr MF CBSA average asking rent,Markerr RENT_PROPERTY_CBSA_MONTHLY.AVG_RENT_ASKING at CBSA x month; bedroom/class filters may apply in concept layer.,rent,markerr,FALSE,Markerr,usd,positive,cbsa,monthly,TRUE,active,AVG_RENT_ASKING,TRANSFORM.DEV.FACT_MARKERR_RENT_PROPERTY_CBSA_MONTHLY,coincident,FALSE
MET_046,yardi_matrix_marketperformance_bh_datavalue,Yardi Matrix market performance DATAVALUE (long-form),Yardi Matrix market-performance value measure; metric series selected by DATATYPE. Source: Yardi dictionary fields `DATAVALUE` and `DATATYPE` in `docs/data_dictionaries/raw/yardi/yardi_dict.csv`; registered on `TRANSFORM.DEV.FACT_YARDI_MATRIX_MARKETPERFORMANCE_BH`.,rent,yardi,FALSE,Yardi Matrix,varies,neutral,cbsa,monthly,TRUE,active,DATAVALUE,TRANSFORM.DEV.FACT_YARDI_MATRIX_MARKETPERFORMANCE_BH,coincident,FALSE
MET_047,costar_scenarios_market_effective_rent_per_unit,CoStar scenarios market effective rent per unit,CoStar SCENARIOS.MARKET_EFFECTIVE_RENT_PER_UNIT (wide table); see concept_rent_market_monthly CoStar branch for quarter-to-month interpolation.,rent,costar,FALSE,CoStar,usd,neutral,cbsa,monthly,TRUE,active,MARKET_EFFECTIVE_RENT_PER_UNIT,TRANSFORM.DEV.FACT_COSTAR_SCENARIOS,coincident,FALSE
MET_048,costar_scenarios_market_asking_rent_per_unit,CoStar scenarios market asking rent per unit,CoStar SCENARIOS.MARKET_ASKING_RENT_PER_UNIT (wide table); paired with MET_047 for asking vs effective policy.,rent,costar,FALSE,CoStar,usd,neutral,cbsa,monthly,TRUE,active,MARKET_ASKING_RENT_PER_UNIT,TRANSFORM.DEV.FACT_COSTAR_SCENARIOS,coincident,FALSE
MET_049,cybersyn_acs5_median_household_income_county_planned,ACS median household income county (planned),Placeholder until Cybersyn ACS5 median household income FACT lands in TRANSFORM.DEV; replace TBD table_path and snowflake_column from DE contract. is_active=FALSE excludes from TRANSFORM.DEV lineage QA until promoted.,income,cybersyn,FALSE,Cybersyn ACS,usd,positive,county,annual,FALSE,under_review,VALUE,TRANSFORM.DEV.TBD_CYBERSYN_ACS5_INCOME_COUNTY,coincident,FALSE
MET_050,supply_pipeline_under_construction_units_county_planned,Supply pipeline under-construction units (planned),Placeholder for units-under-construction or pipeline FACT at county grain (BPS or vendor UC series). Activate when table_path is real; keep is_active=FALSE until then.,pipeline,census,FALSE,Census BPS,count,negative,county,quarterly,FALSE,under_review,VALUE,TRANSFORM.DEV.TBD_SUPPLY_PIPELINE_COUNTY,leading,FALSE
MET_051,cherre_recorder_sale_transactions_county_planned,County sale transaction volume (planned),Placeholder for Cherre or recorder-aggregated sale counts at county period grain; uses concept transactions (CON_024). Activate when FACT exists.,transactions,cherre,FALSE,Cherre,count,positive,county,monthly,FALSE,under_review,TRANSACTION_COUNT,TRANSFORM.DEV.TBD_CHERRE_TRANSACTIONS_COUNTY,coincident,FALSE
MET_052,rent_median_psf_zip_monthly_planned,Rent median PSF ZIP monthly (planned),Placeholder when a FACT exposes median rent per square foot at ZIP monthly grain (Zillow slice or MF vendor). Wire vendor and column names when contract is frozen.,rent,zillow,FALSE,Zillow,usd,positive,zip,monthly,FALSE,under_review,RENT_PSF_MEDIAN,TRANSFORM.DEV.TBD_RENT_PSF_ZIP_MONTHLY,coincident,FALSE
MET_053,oxford_amreg_quarterly_observe,Oxford AMREG quarterly observe (long-form),Oxford Economics AMREG indicators on TRANSFORM.DEV.FACT_OXFORD_AMREG_QUARTERLY.,employment,oxford_economics,FALSE,Oxford Economics,varies,neutral,cbsa,quarterly,FALSE,under_review,VALUE,TRANSFORM.DEV.FACT_OXFORD_AMREG_QUARTERLY,coincident,FALSE
